suffix	address	qword	static_length	bytes
655	0x140a26740	4611686018427387969	65	        set_setting(sim_short_circuit_any_top_level_wire_id, U64 
656	0x140a26790	65	0	
657	0x140a267a0	1	0	
659	0x140a267c0	4611686018427387956	52	        set_setting(sim_short_circuit_value_1, U64 v
660	0x140a26800	52	0	
661	0x140a26810	1	0	
663	0x140a26820	4611686018427387961	57	        set_setting(sim_short_circuit_value_2, U64 value)
664	0x140a26870	57	0	
666	0x140a26880	4611686018427387909	5	    }
667	0x140a26890	5	0	
669	0x140a268a0	5	0	
670	0x140a268b0	4611686018427387913	9	 |= value
671	0x140a268d0	9	0	
673	0x140a268e0	14	0	
674	0x140a268f0	4611686018427387913	9	 &= value
675	0x140a26910	9	0	
677	0x140a26920	4611686018427387934	30	    store(#SIMULATION_STATE + 
678	0x140a26950	30	0	
679	0x140a26960	4611686018427387912	8	, value)
680	0x140a26980	8	0	
682	0x140a26990	30	0	
683	0x140a269a0	8	0	
685	0x140a269c0	4611686018427387921	17	    component_id_
686	0x140a269e0	17	0	
687	0x140a269f0	3	0	
689	0x140a26a00	4611686018427387925	21	    component_top_id_
690	0x140a26a20	21	0	
691	0x140a26a30	3	0	
693	0x140a26a40	4611686018427387918	14	    pin_index_
694	0x140a26a60	14	0	
695	0x140a26a70	3	0	
697	0x140a26a80	30	0	
698	0x140a26a90	4611686018427387911	7	, U8 1)
699	0x140a26aa0	7	0	
701	0x140a26ab0	30	0	
702	0x140a26ac0	7	0	
704	0x140a26ad0	1	0	
706	0x140a26ae0	4611686018427387910	6	value_
707	0x140a26af0	6	0	
708	0x140a26b00	4611686018427387908	4	let 
709	0x140a26b10	4	0	
710	0x140a26b20	3	0	
712	0x140a26b30	26	0	
713	0x140a26b40	2	0	
714	0x140a26b50	1	0	
715	0x140a26b60	2	0	
717	0x140a26b70	26	0	
718	0x140a26b80	2	0	
719	0x140a26b90	1	0	
720	0x140a26ba0	2	0	
722	0x140a26bb0	4611686018427387917	13	.level_input.
723	0x140a26bd0	13	0	
724	0x140a26be0	4611686018427387908	4	 & 1
725	0x140a26bf0	4	0	
726	0x140a26c00	0	0	
728	0x140a26c10	4611686018427387918	14	(.level_input.
729	0x140a26c30	14	0	
730	0x140a26c40	4611686018427387914	10	 >> 1) & 1
731	0x140a26c60	10	0	
732	0x140a26c70	0	0	
734	0x140a26c80	4611686018427387918	14	.input_replay[
735	0x140a26ca0	14	0	
736	0x140a26cc0	4611686018427387925	21	] = U64 .level_input.
737	0x140a26ce0	21	0	
739	0x140a26cf0	14	0	
740	0x140a26d00	4611686018427387905	1	]
741	0x140a26d10	1	0	
742	0x140a26d20	0	0	
744	0x140a26d30	14	0	
745	0x140a26d40	4611686018427387910	6	] >> 1
746	0x140a26d50	6	0	
747	0x140a26d60	0	0	
749	0x140a26d70	13	0	
750	0x140a26d80	4	0	
751	0x140a26d90	0	0	
753	0x140a26da0	14	0	
754	0x140a26db0	10	0	
755	0x140a26dc0	0	0	
757	0x140a26dd0	14	0	
758	0x140a26de0	4611686018427387914	10	 >> 2) & 1
759	0x140a26e00	10	0	
760	0x140a26e10	0	0	
762	0x140a26e20	14	0	
763	0x140a26e30	21	0	
765	0x140a26e40	14	0	
766	0x140a26e50	1	0	
767	0x140a26e60	0	0	
769	0x140a26e70	14	0	
770	0x140a26e80	6	0	
771	0x140a26e90	0	0	
773	0x140a26ea0	14	0	
774	0x140a26eb0	4611686018427387910	6	] >> 2
775	0x140a26ec0	6	0	
776	0x140a26ed0	0	0	
778	0x140a26ee0	13	0	
779	0x140a26ef0	4	0	
780	0x140a26f00	0	0	
782	0x140a26f10	14	0	
783	0x140a26f20	10	0	
784	0x140a26f30	0	0	
786	0x140a26f40	14	0	
787	0x140a26f50	10	0	
788	0x140a26f60	0	0	
790	0x140a26f70	14	0	
791	0x140a26f80	4611686018427387914	10	 >> 3) & 1
792	0x140a26fa0	10	0	
793	0x140a26fb0	0	0	
795	0x140a26fc0	14	0	
796	0x140a26fd0	21	0	
798	0x140a26fe0	14	0	
799	0x140a26ff0	1	0	
800	0x140a27000	0	0	
802	0x140a27010	14	0	
803	0x140a27020	6	0	
804	0x140a27030	0	0	
806	0x140a27040	14	0	
807	0x140a27050	6	0	
808	0x140a27060	0	0	
810	0x140a27070	14	0	
811	0x140a27080	4611686018427387910	6	] >> 3
812	0x140a27090	6	0	
813	0x140a270a0	0	0	
815	0x140a270b0	13	0	
816	0x140a270c0	0	0	
817	0x140a270d0	0	0	
819	0x140a270e0	14	0	
820	0x140a270f0	21	0	
822	0x140a27100	14	0	
823	0x140a27110	1	0	
824	0x140a27120	0	0	
828	0x140a27130	1	0	
829	0x140a27140	0	0	
831	0x140a27150	1	0	
832	0x140a27160	0	0	
834	0x140a27170	4611686018427387909	5	(U1 ~
835	0x140a27180	5	0	
838	0x140a27190	1	0	
839	0x140a271a0	0	0	
842	0x140a271b0	4611686018427387907	3	 | 
843	0x140a271c0	3	0	
845	0x140a271d0	0	0	
848	0x140a271e0	3	0	
850	0x140a271f0	3	0	
852	0x140a27200	0	0	
855	0x140a27210	4611686018427387907	3	 & 
856	0x140a27220	3	0	
858	0x140a27230	0	0	
861	0x140a27240	3	0	
863	0x140a27250	3	0	
865	0x140a27260	0	0	
867	0x140a27270	4611686018427387906	2	~(
868	0x140a27280	2	0	
870	0x140a27290	3	0	
872	0x140a272a0	1	0	
873	0x140a272b0	0	0	
875	0x140a272c0	2	0	
877	0x140a272d0	3	0	
879	0x140a272e0	1	0	
880	0x140a272f0	0	0	
883	0x140a27300	4611686018427387907	3	 ^ 
884	0x140a27310	3	0	
886	0x140a27320	0	0	
888	0x140a27330	2	0	
890	0x140a27340	3	0	
892	0x140a27350	1	0	
893	0x140a27360	0	0	
895	0x140a27370	4611686018427387907	3	sum
896	0x140a27380	3	0	
897	0x140a27390	4611686018427387908	4	var 
898	0x140a273a0	4	0	
899	0x140a273b0	4611686018427387910	6	 = U2 
900	0x140a273c0	6	0	
902	0x140a273d0	4611686018427387910	6	 + U2 
903	0x140a273e0	6	0	
905	0x140a273f0	6	0	
908	0x140a27400	1	0	
909	0x140a27410	4611686018427387909	5	 & 1)
910	0x140a27420	5	0	
911	0x140a27430	0	0	
913	0x140a27440	1	0	
914	0x140a27450	4611686018427387910	6	 >> 1)
915	0x140a27460	6	0	
916	0x140a27470	0	0	
918	0x140a27480	7	0	
919	0x140a27490	23	0	
920	0x140a274a0	1	0	
921	0x140a274b0	6	0	
922	0x140a274c0	4	0	
923	0x140a274d0	4611686018427387914	10	 = load(<U
924	0x140a274f0	10	0	
925	0x140a27500	23	0	
926	0x140a27510	1	0	
928	0x140a27520	26	0	
929	0x140a27530	2	0	
930	0x140a27540	4611686018427387921	17	) // Output cache
931	0x140a27560	17	0	
934	0x140a27570	1	0	
936	0x140a27580	4611686018427388001	97	D:\\TuringComplete_Phu\\model\\simulation\\code_gen.nim(231, 5) `component.memory.index != NO_ALLOC` 
937	0x140a275f0	97	0	
938	0x140a27600	1	0	
939	0x140a27610	26	0	
940	0x140a27620	4611686018427387909	5	, U1 
941	0x140a27630	5	0	
942	0x140a27640	1	0	
946	0x140a27650	1	0	
948	0x140a27660	4611686018427388001	97	D:\\TuringComplete_Phu\\model\\simulation\\code_gen.nim(243, 5) `component.memory.index != NO_ALLOC` 
949	0x140a276d0	97	0	
950	0x140a276e0	26	0	
951	0x140a276f0	4611686018427387907	3	, U
952	0x140a27700	3	0	
953	0x140a27710	2	0	
954	0x140a27720	2	0	
958	0x140a27730	1	0	
960	0x140a27740	3	0	
962	0x140a27750	4611686018427387911	7	 == 1 {
963	0x140a27760	7	0	
969	0x140a27770	1	0	
971	0x140a27780	3	0	
973	0x140a27790	7	0	
975	0x140a277a0	30	0	
976	0x140a277b0	4611686018427387919	15	 + Int (min(7, 
977	0x140a277d0	15	0	
979	0x140a277e0	4611686018427387912	8	) * 8), 
980	0x140a27800	8	0	
982	0x140a27810	1	0	
984	0x140a27820	1	0	
986	0x140a27830	7	0	
987	0x140a27840	23	0	
988	0x140a27850	1	0	
991	0x140a27860	4611686018427387908	4	if v
992	0x140a27870	4	0	
993	0x140a27880	4611686018427387917	13	 > and_field_
994	0x140a278a0	13	0	
995	0x140a278b0	4611686018427387906	2	 {
996	0x140a278c0	2	0	
998	0x140a278d0	4611686018427387914	10	    halt()
999	0x140a278f0	10	0	
1001	0x140a27900	1	0	
1003	0x140a27910	4611686018427387909	5	let z
1004	0x140a27920	5	0	
1005	0x140a27930	4611686018427387908	4	 = v
1006	0x140a27940	4	0	
1007	0x140a27950	4611686018427387918	14	 >= and_field_
1008	0x140a27970	14	0	
1011	0x140a27980	148	0	
1012	0x140a27990	4	0	
1013	0x140a279a0	13	0	
1014	0x140a279b0	2	0	
1016	0x140a279c0	10	0	
1018	0x140a279d0	1	0	
1020	0x140a279e0	5	0	
1021	0x140a279f0	4	0	
1022	0x140a27a00	14	0	
1025	0x140a27a10	148	0	
1026	0x140a27a20	4611686018427387915	11	.load_port_
1027	0x140a27a40	11	0	
1028	0x140a27a50	4611686018427387911	7	 = Int 
1029	0x140a27a60	7	0	
1031	0x140a27a70	3	0	
1033	0x140a27a80	0	0	
1034	0x140a27a90	7	0	
1035	0x140a27aa0	4611686018427387913	9	>, #DATA_
1036	0x140a27ac0	9	0	
1037	0x140a27ad0	3	0	
1038	0x140a27ae0	1	0	
1039	0x140a27af0	7	0	
1040	0x140a27b00	9	0	
1041	0x140a27b10	3	0	
1042	0x140a27b20	4611686018427387907	3	 - 
1043	0x140a27b30	3	0	
1044	0x140a27b40	1	0	
1045	0x140a27b50	6	0	
1046	0x140a27b60	4	0	
1047	0x140a27b70	3	0	
1051	0x140a27b80	26	0	
1052	0x140a27b90	2	0	
1053	0x140a27ba0	17	0	
1055	0x140a27bb0	7	0	
1056	0x140a27bc0	23	0	
1057	0x140a27bd0	1	0	
1060	0x140a27be0	4611686018427387912	8	tick_p2_
1061	0x140a27c00	8	0	
1062	0x140a27c10	4	0	
1063	0x140a27c20	4611686018427387916	12	 = .tick + 2
1064	0x140a27c40	12	0	
1066	0x140a27c50	4611686018427387910	6	store(
1067	0x140a27c60	6	0	
1068	0x140a27c80	4611686018427387924	20	#SIMULATION_STATE + 
1069	0x140a27ca0	20	0	
1070	0x140a27cb0	4	0	
1071	0x140a27cc0	4611686018427387907	3	 % 
1072	0x140a27cd0	3	0	
1074	0x140a27ce0	4611686018427387908	4	) * 
1075	0x140a27cf0	4	0	
1076	0x140a27d00	3	0	
1077	0x140a27d10	1	0	
1078	0x140a27d20	4611686018427387909	5	 - 1)
1079	0x140a27d30	5	0	
1081	0x140a27d40	2	0	
1083	0x140a27d50	1	0	
1085	0x140a27d60	6	0	
1086	0x140a27d70	1	0	
1087	0x140a27d80	5	0	
1089	0x140a27d90	2	0	
1090	0x140a27da0	1	0	
1092	0x140a27db0	4611686018427387911	7	enable_
1093	0x140a27dc0	7	0	
1094	0x140a27dd0	6	0	
1095	0x140a27de0	4	0	
1096	0x140a27df0	4611686018427387918	14	 = load(<U1>, 
1097	0x140a27e10	14	0	
1099	0x140a27e20	1	0	
1101	0x140a27e30	4	0	
1102	0x140a27e40	10	0	
1103	0x140a27e50	4611686018427387907	3	>, 
1104	0x140a27e60	3	0	
1106	0x140a27e70	1	0	
1109	0x140a27e80	26	0	
1110	0x140a27e90	2	0	
1111	0x140a27ea0	1	0	
1113	0x140a27eb0	26	0	
1114	0x140a27ec0	2	0	
1115	0x140a27ed0	1	0	
1117	0x140a27ee0	7	0	
1118	0x140a27ef0	23	0	
1119	0x140a27f00	1	0	
1120	0x140a27f20	4611686018427387935	31	load(<U8>, #SIMULATION_STATE + 
1121	0x140a27f50	31	0	
1122	0x140a27f60	1	0	
1124	0x140a27f70	4	0	
1125	0x140a27f80	13	0	
1126	0x140a27f90	2	0	
1128	0x140a27fa0	10	0	
1130	0x140a27fb0	1	0	
1132	0x140a27fc0	5	0	
1133	0x140a27fd0	4	0	
1134	0x140a27fe0	14	0	
1137	0x140a27ff0	148	0	
1138	0x140a28000	4	0	
1139	0x140a28010	13	0	
1140	0x140a28020	2	0	
1142	0x140a28030	10	0	
1144	0x140a28040	1	0	
1146	0x140a28050	5	0	
1147	0x140a28060	4	0	
1148	0x140a28070	14	0	
1151	0x140a28080	148	0	
1152	0x140a28090	4	0	
1153	0x140a280a0	13	0	
1154	0x140a280b0	2	0	
1156	0x140a280c0	10	0	
1158	0x140a280d0	1	0	
1160	0x140a280e0	5	0	
1161	0x140a280f0	4	0	
1162	0x140a28100	14	0	
1165	0x140a28110	148	0	
1166	0x140a28120	1	0	
1168	0x140a28130	3	0	
1169	0x140a28140	1	0	
1170	0x140a28150	0	0	
1171	0x140a28160	0	0	
1172	0x140a28170	4611686018427387910	6	#DATA_
1173	0x140a28180	6	0	
1174	0x140a28190	4611686018427387911	7	 + Int 
1175	0x140a281a0	7	0	
1176	0x140a281b0	6	0	
1177	0x140a281c0	3	0	
1178	0x140a281d0	6	0	
1179	0x140a281e0	4611686018427387912	8	 + Int (
1180	0x140a28200	8	0	
1181	0x140a28210	3	0	
1182	0x140a28220	1	0	
1183	0x140a28230	6	0	
1184	0x140a28240	3	0	
1185	0x140a28250	4611686018427387912	8	if Bool 
1186	0x140a28270	8	0	
1188	0x140a28280	2	0	
1190	0x140a28290	4611686018427387914	10	    store(
1191	0x140a282b0	10	0	
1192	0x140a282c0	2	0	
1194	0x140a282d0	2	0	
1196	0x140a282e0	10	0	
1197	0x140a282f0	3	0	
1198	0x140a28300	4611686018427387908	4	 0)\n
1199	0x140a28310	4	0	
1201	0x140a28320	1	0	
1210	0x140a28330	4611686018427387916	12	 & 1 == 0 ? 
1211	0x140a28350	12	0	
1213	0x140a28360	4611686018427387907	3	 : 
1214	0x140a28370	3	0	
1216	0x140a28380	0	0	
1218	0x140a28390	4611686018427387907	3	val
1219	0x140a283a0	3	0	
1220	0x140a283b0	4	0	
1221	0x140a283c0	3	0	
1224	0x140a283d0	4611686018427387910	6	(U64 (
1225	0x140a283e0	6	0	
1226	0x140a283f0	4611686018427387911	7	 == 0))
1227	0x140a28400	7	0	
1228	0x140a28410	0	0	
1230	0x140a28420	6	0	
1231	0x140a28430	4611686018427387911	7	 == 1))
1232	0x140a28440	7	0	
1233	0x140a28450	0	0	
1235	0x140a28460	3	0	
1236	0x140a28470	4	0	
1237	0x140a28480	3	0	
1240	0x140a28490	6	0	
1241	0x140a284a0	7	0	
1242	0x140a284b0	0	0	
1244	0x140a284c0	6	0	
1245	0x140a284d0	7	0	
1246	0x140a284e0	0	0	
1248	0x140a284f0	6	0	
1249	0x140a28500	4611686018427387911	7	 == 2))
1250	0x140a28510	7	0	
1251	0x140a28520	0	0	
1253	0x140a28530	6	0	
1254	0x140a28540	4611686018427387911	7	 == 3))
1255	0x140a28550	7	0	
1256	0x140a28560	0	0	
1258	0x140a28570	3	0	
1259	0x140a28580	4	0	
1260	0x140a28590	4611686018427387911	7	 = ((((
1261	0x140a285a0	7	0	
1263	0x140a285c0	4611686018427387927	23	) & 1) == 1) ? 8 : U8 (
1264	0x140a285e0	23	0	
1266	0x140a285f0	4611686018427387914	10	 & 0b111))
1267	0x140a28610	10	0	
1269	0x140a28620	6	0	
1270	0x140a28630	7	0	
1271	0x140a28640	0	0	
1273	0x140a28650	6	0	
1274	0x140a28660	7	0	
1275	0x140a28670	0	0	
1277	0x140a28680	6	0	
1278	0x140a28690	7	0	
1279	0x140a286a0	0	0	
1281	0x140a286b0	6	0	
1282	0x140a286c0	7	0	
1283	0x140a286d0	0	0	
1285	0x140a286e0	6	0	
1286	0x140a286f0	4611686018427387911	7	 == 4))
1287	0x140a28700	7	0	
1288	0x140a28710	0	0	
1290	0x140a28720	6	0	
1291	0x140a28730	4611686018427387911	7	 == 5))
1292	0x140a28740	7	0	
1293	0x140a28750	0	0	
1295	0x140a28760	6	0	
1296	0x140a28770	4611686018427387911	7	 == 6))
1297	0x140a28780	7	0	
1298	0x140a28790	0	0	
1300	0x140a287a0	6	0	
1301	0x140a287b0	4611686018427387911	7	 == 7))
1302	0x140a287c0	7	0	
1303	0x140a287d0	0	0	
1305	0x140a287e0	4611686018427387909	5	 & 0b
1306	0x140a287f0	5	0	
1307	0x140a28800	4611686018427387906	2	( 
1308	0x140a28810	2	0	
1309	0x140a28820	1	0	
1310	0x140a28830	0	0	
1312	0x140a28840	4611686018427387905	1	~
1313	0x140a28850	1	0	
1315	0x140a28860	0	0	
1317	0x140a28870	1	0	
1319	0x140a28880	3	0	
1321	0x140a28890	1	0	
1322	0x140a288a0	0	0	
1324	0x140a288b0	1	0	
1326	0x140a288c0	3	0	
1328	0x140a288d0	1	0	
1329	0x140a288e0	0	0	
1331	0x140a288f0	2	0	
1333	0x140a28900	3	0	
1335	0x140a28910	1	0	
1336	0x140a28920	0	0	
1338	0x140a28930	2	0	
1340	0x140a28940	3	0	
1342	0x140a28950	1	0	
1343	0x140a28960	0	0	
1345	0x140a28970	1	0	
1347	0x140a28980	3	0	
1349	0x140a28990	1	0	
1350	0x140a289a0	0	0	
1352	0x140a289b0	2	0	
1354	0x140a289c0	3	0	
1356	0x140a289d0	1	0	
1357	0x140a289e0	0	0	
1359	0x140a289f0	4611686018427387907	3	(- 
1360	0x140a28a00	3	0	
1362	0x140a28a10	1	0	
1363	0x140a28a20	0	0	
1366	0x140a28a30	4611686018427387908	4	 + 1
1367	0x140a28a40	4	0	
1368	0x140a28a50	0	0	
1370	0x140a28a60	4611686018427387908	4	sum_
1371	0x140a28a70	4	0	
1372	0x140a28a80	4	0	
1373	0x140a28a90	4611686018427387910	6	_1 = U
1374	0x140a28aa0	6	0	
1375	0x140a28ab0	1	0	
1378	0x140a28ac0	4	0	
1379	0x140a28ad0	4611686018427387910	6	_2 = U
1380	0x140a28ae0	6	0	
1381	0x140a28af0	1	0	
1384	0x140a28b00	4	0	
1385	0x140a28b10	4611686018427387910	6	 = ((U
1386	0x140a28b20	6	0	
1387	0x140a28b30	1	0	
1389	0x140a28b40	4611686018427387912	8	 & 1) + 
1390	0x140a28b60	8	0	
1391	0x140a28b70	4611686018427387909	5	_1 + 
1392	0x140a28b80	5	0	
1393	0x140a28b90	4611686018427387907	3	_2)
1394	0x140a28ba0	3	0	
1396	0x140a28bb0	0	0	
1398	0x140a28bc0	1	0	
1399	0x140a28bd0	4611686018427387908	4	 >> 
1400	0x140a28be0	4	0	
1401	0x140a28bf0	1	0	
1402	0x140a28c00	0	0	
1404	0x140a28c10	4	0	
1405	0x140a28c20	4611686018427387909	5	_1 = 
1406	0x140a28c30	5	0	
1409	0x140a28c40	4	0	
1410	0x140a28c50	4611686018427387909	5	_2 = 
1411	0x140a28c60	5	0	
1414	0x140a28c70	4	0	
1415	0x140a28c80	4611686018427387908	4	 = (
1416	0x140a28c90	4	0	
1418	0x140a28ca0	4611686018427387911	7	 & 1 + 
1419	0x140a28cb0	7	0	
1420	0x140a28cc0	5	0	
1421	0x140a28cd0	3	0	
1423	0x140a28ce0	0	0	
1425	0x140a28cf0	1	0	
1426	0x140a28d00	4611686018427387907	3	 < 
1427	0x140a28d10	3	0	
1428	0x140a28d20	4611686018427387910	6	_1 || 
1429	0x140a28d30	6	0	
1430	0x140a28d40	3	0	
1431	0x140a28d50	3	0	
1432	0x140a28d60	0	0	
1434	0x140a28d70	1	0	
1436	0x140a28d80	4611686018427387907	3	 * 
1437	0x140a28d90	3	0	
1439	0x140a28da0	1	0	
1440	0x140a28db0	0	0	
1442	0x140a28dc0	4611686018427387913	9	divident_
1443	0x140a28de0	9	0	
1444	0x140a28df0	4611686018427387913	9	quotient_
1445	0x140a28e10	9	0	
1446	0x140a28e20	4611686018427387912	8	divisor_
1447	0x140a28e40	8	0	
1448	0x140a28e50	4	0	
1449	0x140a28e60	3	0	
1452	0x140a28e70	4	0	
1453	0x140a28e80	3	0	
1456	0x140a28e90	4	0	
1457	0x140a28ea0	3	0	
1458	0x140a28eb0	4611686018427387907	3	 / 
1459	0x140a28ec0	3	0	
1461	0x140a28ed0	0	0	
1463	0x140a28ee0	9	0	
1464	0x140a28ef0	4611686018427387914	10	remainder_
1465	0x140a28f10	10	0	
1466	0x140a28f20	8	0	
1467	0x140a28f30	4	0	
1468	0x140a28f40	3	0	
1471	0x140a28f50	4	0	
1472	0x140a28f60	3	0	
1475	0x140a28f70	4	0	
1476	0x140a28f80	3	0	
1477	0x140a28f90	3	0	
1479	0x140a28fa0	0	0	
1481	0x140a28fb0	1	0	
1483	0x140a28fc0	4611686018427387908	4	 == 
1484	0x140a28fd0	4	0	
1486	0x140a28fe0	1	0	
1487	0x140a28ff0	0	0	
1489	0x140a29000	6	0	
1491	0x140a29010	4611686018427387913	9	) < U64 (
1492	0x140a29030	9	0	
1494	0x140a29040	2	0	
1495	0x140a29050	0	0	
1497	0x140a29060	4611686018427387906	2	(S
1498	0x140a29070	2	0	
1499	0x140a29080	2	0	
1501	0x140a29090	4611686018427387909	5	) < S
1502	0x140a290a0	5	0	
1503	0x140a290b0	2	0	
1505	0x140a290c0	2	0	
1506	0x140a290d0	0	0	
1510	0x140a290e0	1	0	
1512	0x140a290f0	4611686018427387908	4	 << 
1513	0x140a29100	4	0	
1515	0x140a29110	1	0	
1516	0x140a29120	0	0	
1519	0x140a29130	4611686018427387909	5	 << U
1520	0x140a29140	5	0	
1521	0x140a29150	1	0	
1523	0x140a29160	0	0	
1525	0x140a29170	1	0	
1527	0x140a29180	4	0	
1529	0x140a29190	1	0	
1530	0x140a291a0	0	0	
1533	0x140a291b0	4611686018427387909	5	 >> U
1534	0x140a291c0	5	0	
1535	0x140a291d0	1	0	
1537	0x140a291e0	0	0	
1539	0x140a291f0	4611686018427387905	1	S
1540	0x140a29200	1	0	
1541	0x140a29210	0	0	
1542	0x140a29220	4611686018427387908	4	asr(
1543	0x140a29230	4	0	
1544	0x140a29240	1	0	
1546	0x140a29250	2	0	
1547	0x140a29260	1	0	
1549	0x140a29270	1	0	
1550	0x140a29280	0	0	
1552	0x140a29290	4611686018427387908	4	rol(
1553	0x140a292a0	4	0	
1555	0x140a292b0	2	0	
1557	0x140a292c0	1	0	
1558	0x140a292d0	0	0	
1560	0x140a292e0	4611686018427387908	4	ror(
1561	0x140a292f0	4	0	
1563	0x140a29300	2	0	
1565	0x140a29310	1	0	
1566	0x140a29320	0	0	
1568	0x140a29330	4611686018427387910	6	input_
1569	0x140a29340	6	0	
1570	0x140a29350	4	0	
1571	0x140a29360	3	0	
1574	0x140a29370	0	0	
1576	0x140a29380	1	0	
1577	0x140a29390	10	0	
1578	0x140a293a0	0	0	
1580	0x140a293b0	6	0	
1581	0x140a293c0	4	0	
1582	0x140a293d0	3	0	
1585	0x140a293e0	0	0	
1587	0x140a293f0	1	0	
1588	0x140a29400	10	0	
1589	0x140a29410	0	0	
1591	0x140a29420	1	0	
1592	0x140a29430	10	0	
1593	0x140a29440	0	0	
1595	0x140a29450	1	0	
1596	0x140a29460	10	0	
1597	0x140a29470	0	0	
1599	0x140a29480	6	0	
1600	0x140a29490	4	0	
1601	0x140a294a0	3	0	
1604	0x140a294b0	0	0	
1606	0x140a294c0	1	0	
1607	0x140a294d0	10	0	
1608	0x140a294e0	0	0	
1610	0x140a294f0	1	0	
1611	0x140a29500	10	0	
1612	0x140a29510	0	0	
1614	0x140a29520	1	0	
1615	0x140a29530	10	0	
1616	0x140a29540	0	0	
1618	0x140a29550	1	0	
1619	0x140a29560	4611686018427387914	10	 >> 4) & 1
1620	0x140a29580	10	0	
1621	0x140a29590	0	0	
1623	0x140a295a0	1	0	
1624	0x140a295b0	4611686018427387914	10	 >> 5) & 1
1625	0x140a295d0	10	0	
1626	0x140a295e0	0	0	
1628	0x140a295f0	1	0	
1629	0x140a29600	4611686018427387914	10	 >> 6) & 1
1630	0x140a29620	10	0	
1631	0x140a29630	0	0	
1633	0x140a29640	1	0	
1634	0x140a29650	4611686018427387914	10	 >> 7) & 1
1635	0x140a29670	10	0	
1636	0x140a29680	0	0	
1638	0x140a29690	1	0	
1639	0x140a296a0	3	0	
1640	0x140a296b0	4611686018427387907	3	 0b
1641	0x140a296c0	3	0	
1643	0x140a296d0	1	0	
1644	0x140a296e0	1	0	
1645	0x140a296f0	1	0	
1646	0x140a29700	0	0	
1648	0x140a29710	1	0	
1649	0x140a29720	2	0	
1650	0x140a29730	4	0	
1651	0x140a29740	2	0	
1652	0x140a29750	0	0	
1654	0x140a29760	1	0	
1655	0x140a29770	5	0	
1657	0x140a29780	1	0	
1658	0x140a29790	1	0	
1659	0x140a297a0	1	0	
1660	0x140a297b0	0	0	
1662	0x140a297c0	1	0	
1663	0x140a297d0	2	0	
1664	0x140a297e0	4	0	
1665	0x140a297f0	2	0	
1666	0x140a29800	0	0	
1668	0x140a29810	1	0	
1669	0x140a29820	2	0	
1670	0x140a29830	4	0	
1671	0x140a29840	2	0	
1672	0x140a29850	0	0	
1674	0x140a29860	1	0	
1675	0x140a29870	2	0	
1676	0x140a29880	4	0	
1677	0x140a29890	2	0	
1678	0x140a298a0	0	0	
1680	0x140a298b0	1	0	
1681	0x140a298c0	5	0	
1683	0x140a298d0	1	0	
1684	0x140a298e0	1	0	
1685	0x140a298f0	1	0	
1686	0x140a29900	0	0	
1688	0x140a29910	1	0	
1689	0x140a29920	2	0	
1690	0x140a29930	4	0	
1691	0x140a29940	2	0	
1692	0x140a29950	0	0	
1694	0x140a29960	1	0	
1695	0x140a29970	2	0	
1696	0x140a29980	4	0	
1697	0x140a29990	2	0	
1698	0x140a299a0	0	0	
1700	0x140a299b0	1	0	
1701	0x140a299c0	2	0	
1702	0x140a299d0	4	0	
1703	0x140a299e0	2	0	
1704	0x140a299f0	0	0	
1706	0x140a29a00	1	0	
1707	0x140a29a10	2	0	
1708	0x140a29a20	4	0	
1709	0x140a29a30	2	0	
1710	0x140a29a40	0	0	
1712	0x140a29a50	1	0	
1713	0x140a29a60	2	0	
1714	0x140a29a70	4	0	
1715	0x140a29a80	2	0	
1716	0x140a29a90	0	0	
1718	0x140a29aa0	1	0	
1719	0x140a29ab0	2	0	
1720	0x140a29ac0	4	0	
1721	0x140a29ad0	2	0	
1722	0x140a29ae0	0	0	
1724	0x140a29af0	1	0	
1725	0x140a29b00	2	0	
1726	0x140a29b10	4	0	
1727	0x140a29b20	2	0	
1728	0x140a29b30	0	0	
1730	0x140a29b40	4611686018427387908	4	(U8 
1731	0x140a29b50	4	0	
1733	0x140a29b60	4611686018427387911	7	 | (U8 
1734	0x140a29b70	7	0	
1736	0x140a29b80	4611686018427387911	7	 << 1))
1737	0x140a29b90	7	0	
1738	0x140a29ba0	0	0	
1740	0x140a29bb0	4	0	
1742	0x140a29bc0	4611686018427387909	5	 | ((
1743	0x140a29bd0	5	0	
1745	0x140a29be0	4611686018427387920	16	 & 1) << 1) | ((
1746	0x140a29c00	16	0	
1748	0x140a29c20	4611686018427387920	16	 & 1) << 2) | ((
1749	0x140a29c40	16	0	
1751	0x140a29c50	4611686018427387916	12	 & 1) << 3))
1752	0x140a29c70	12	0	
1753	0x140a29c80	0	0	
1755	0x140a29c90	4	0	
1757	0x140a29ca0	5	0	
1759	0x140a29cb0	16	0	
1761	0x140a29cc0	16	0	
1763	0x140a29ce0	4611686018427387920	16	 & 1) << 3) | ((
1764	0x140a29d00	16	0	
1766	0x140a29d20	4611686018427387920	16	 & 1) << 4) | ((
1767	0x140a29d40	16	0	
1769	0x140a29d60	4611686018427387920	16	 & 1) << 5) | ((
1770	0x140a29d80	16	0	
1772	0x140a29da0	4611686018427387920	16	 & 1) << 6) | ((
1773	0x140a29dc0	16	0	
1775	0x140a29dd0	4611686018427387916	12	 & 1) << 7))
1776	0x140a29df0	12	0	
1777	0x140a29e00	0	0	
